"Datetime","Substrate","Trial","lux","Microhabitat","Weather","Species","Size","Tb","lux.1000","Time"
2020-07-12 10:20:00,29.8,"T13",74418.605,NA,NA,"P. hernandesi","Large",37.3,74.418605,2021-12-03 10:20:00
2020-07-12 10:25:00,30.4,"T13",74418.605,NA,NA,"P. hernandesi","Large",38.1,74.418605,2021-12-03 10:25:00
2020-07-12 10:30:00,31.1,"T13",74418.605,NA,NA,"P. hernandesi","Large",37.9,74.418605,2021-12-03 10:30:00
2020-07-12 10:35:00,31.8,"T13",69769.642,NA,NA,"P. hernandesi","Large",38.5,69.769642,2021-12-03 10:35:00
2020-07-12 10:40:00,32.4,"T13",74418.605,NA,NA,"P. hernandesi","Large",38.1,74.418605,2021-12-03 10:40:00
2020-07-12 10:45:00,33.2,"T13",74418.605,NA,NA,"P. hernandesi","Large",39.8,74.418605,2021-12-03 10:45:00
2020-07-12 10:50:00,34.1,"T13",74418.605,NA,NA,"P. hernandesi","Large",39,74.418605,2021-12-03 10:50:00
2020-07-12 10:55:00,34.1,"T13",74418.605,NA,NA,"P. hernandesi","Large",39.5,74.418605,2021-12-03 10:55:00
2020-07-12 11:00:00,34.9,"T13",74418.605,NA,NA,"P. hernandesi","Large",39.6,74.418605,2021-12-03 11:00:00
2020-07-12 11:05:00,35.2,"T13",74418.605,NA,NA,"P. hernandesi","Large",40.5,74.418605,2021-12-03 11:05:00
2020-07-12 11:10:00,36.2,"T13",74418.605,NA,NA,"P. hernandesi","Large",39.4,74.418605,2021-12-03 11:10:00
2020-07-12 11:15:00,35.8,"T13",74418.605,NA,NA,"P. hernandesi","Large",36.8,74.418605,2021-12-03 11:15:00
2020-07-12 11:20:00,34.7,"T13",74418.605,NA,NA,"P. hernandesi","Large",39.1,74.418605,2021-12-03 11:20:00
2020-07-12 11:25:00,35.2,"T13",74418.605,NA,NA,"P. hernandesi","Large",39.2,74.418605,2021-12-03 11:25:00
2020-07-12 11:30:00,35.8,"T13",74418.605,NA,NA,"P. hernandesi","Large",41.6,74.418605,2021-12-03 11:30:00
2020-07-12 11:35:00,37.6,"T13",74418.605,NA,NA,"P. hernandesi","Large",41.4,74.418605,2021-12-03 11:35:00
2020-07-12 11:40:00,38.3,"T13",74418.605,NA,NA,"P. hernandesi","Large",43.1,74.418605,2021-12-03 11:40:00
2020-07-12 11:45:00,39.3,"T13",74418.605,NA,NA,"P. hernandesi","Large",43.8,74.418605,2021-12-03 11:45:00
2020-07-16 09:04:00,24.4,"T15",12792.028,"Open","Overcast","P. hernandesi","Large",19.5,12.792028,2021-12-03 09:04:00
2020-07-16 09:09:00,23.7,"T15",12792.028,"Open","Overcast","P. hernandesi","Large",17.4,12.792028,2021-12-03 09:09:00
2020-07-16 09:14:00,23.8,"T15",12792.028,"Open","Overcast","P. hernandesi","Large",16.8,12.792028,2021-12-03 09:14:00
2020-07-16 09:19:00,24.2,"T15",12792.028,"Open","Overcast","P. hernandesi","Large",16.8,12.792028,2021-12-03 09:19:00
2020-07-16 09:24:00,24.6,"T15",13954.837,"Open","Overcast","P. hernandesi","Large",16.9,13.954837,2021-12-03 09:24:00
2020-07-16 09:29:00,25.7,"T15",16280.454,"Open","Overcast","P. hernandesi","Large",17.1,16.280454,2021-12-03 09:29:00
2020-07-16 09:34:00,27.8,"T15",18606.071,"Open","Overcast","P. hernandesi","Large",18.1,18.606071,2021-12-03 09:34:00
2020-07-16 09:39:00,30.6,"T15",30234.155,"Open","Overcast","P. hernandesi","Large",20.4,30.234155,2021-12-03 09:39:00
2020-07-16 09:44:00,31.3,"T15",25582.921,"Open","Overcast","P. hernandesi","Large",21.9,25.582921,2021-12-03 09:44:00
2020-07-16 09:49:00,32.9,"T15",23257.304,"Open","Overcast","P. hernandesi","Large",23.4,23.257304,2021-12-03 09:49:00
2020-07-16 09:54:00,32.2,"T15",23257.304,"Open","Overcast","P. hernandesi","Large",23.4,23.257304,2021-12-03 09:54:00
2020-07-16 09:59:00,32.5,"T15",27908.538,"Open","Overcast","P. hernandesi","Large",22.2,27.908538,2021-12-03 09:59:00
2020-07-17 09:13:00,24.1,"T16",8431.497,NA,NA,"P. hernandesi","Large",20.4,8.431497,2021-12-03 09:13:00
2020-07-17 09:18:00,24.4,"T16",9303.603,NA,NA,"P. hernandesi","Large",19.1,9.303603,2021-12-03 09:18:00
2020-07-17 09:23:00,25.1,"T16",11629.22,NA,NA,"P. hernandesi","Large",18.9,11.62922,2021-12-03 09:23:00
2020-07-17 09:28:00,25.8,"T16",15117.645,NA,NA,"P. hernandesi","Large",18.7,15.117645,2021-12-03 09:28:00
2020-07-17 09:33:00,26.8,"T16",17443.262,NA,NA,"P. hernandesi","Large",18.8,17.443262,2021-12-03 09:33:00
2020-07-17 09:38:00,27.3,"T16",18606.071,NA,NA,"P. hernandesi","Large",19.2,18.606071,2021-12-03 09:38:00
2020-07-17 09:43:00,27.7,"T16",18606.071,NA,NA,"P. hernandesi","Large",19.2,18.606071,2021-12-03 09:43:00
2020-07-17 09:48:00,27.8,"T16",18606.071,NA,NA,"P. hernandesi","Large",19.1,18.606071,2021-12-03 09:48:00
2020-07-17 09:53:00,27.8,"T16",18606.071,NA,NA,"P. hernandesi","Large",19,18.606071,2021-12-03 09:53:00
2020-07-17 09:58:00,28.1,"T16",18606.071,NA,NA,"P. hernandesi","Large",19.2,18.606071,2021-12-03 09:58:00
2020-07-17 10:03:00,28.3,"T16",18606.071,NA,NA,"P. hernandesi","Large",19.3,18.606071,2021-12-03 10:03:00
2020-07-17 10:08:00,28.6,"T16",18606.071,NA,NA,"P. hernandesi","Large",19.5,18.606071,2021-12-03 10:08:00
2020-07-17 10:13:00,28.7,"T16",20931.687,NA,NA,"P. hernandesi","Large",19.5,20.931687,2021-12-03 10:13:00
2020-07-17 10:18:00,28.9,"T16",20931.687,NA,NA,"P. hernandesi","Large",19.7,20.931687,2021-12-03 10:18:00
2020-07-17 10:23:00,29.3,"T16",23257.304,NA,NA,"P. hernandesi","Large",19.7,23.257304,2021-12-03 10:23:00
2020-07-17 10:28:00,30.4,"T16",23257.304,NA,NA,"P. hernandesi","Large",20.2,23.257304,2021-12-03 10:28:00
2020-07-17 10:33:00,30.8,"T16",23257.304,NA,NA,"P. hernandesi","Large",20.7,23.257304,2021-12-03 10:33:00
